lineup,team,opponent,month,dayofmonth,minutes,points
Q. Acy | C. Anthony | J. Calderon | P. Prigioni | A. Stoudemire,NYK,TOR,12,14,1.0,48.0
C. Anthony | C. Early | T. Hardaway | S. Larkin | J. Smith,NYK,BRK,11,7,5.2,9.23076923077
C. Anthony | T. Hardaway | S. Larkin | A. Stoudemire | T. Wear,NYK,MIA,11,30,0.3,160.0
C. Anthony | S. Dalembert | S. Larkin | P. Prigioni | J. Smith,NYK,TOR,12,21,0.9,53.3333333333
Q. Acy | T. Hardaway | P. Prigioni | J. Smith | L. Thomas,NYK,ORL,1,23,1.5,32.0
Q. Acy | A. Bargnani | J. Calderon | T. Hardaway | L. Thomas,NYK,MIA,2,20,1.9,25.2631578947
Q. Acy | C. Early | S. Larkin | R. Ledo | J. Smith,NYK,BOS,3,27,1.0,48.0
T. Hardaway | S. Larkin | P. Prigioni | J. Smith | T. Wear,NYK,MIL,1,4,2.3,20.8695652174
C. Anthony | J. Calderon | T. Hardaway | P. Prigioni | A. Stoudemire,NYK,BOS,12,12,0.0,inf
Q. Acy | C. Aldrich | J. Calderon | L. Galloway | T. Hardaway,NYK,MIA,2,9,1.6,30.0
Q. Acy | L. Amundson | L. Galloway | R. Ledo | J. Smith,NYK,MIL,4,10,0.2,240.0
Q. Acy | C. Aldrich | S. Larkin | R. Ledo | J. Smith,NYK,TOR,3,22,1.6,30.0
Q. Acy | C. Aldrich | S. Larkin | R. Ledo | L. Thomas,NYK,ATL,4,13,0.1,480.0
C. Anthony | S. Dalembert | P. Prigioni | I. Shumpert | A. Stoudemire,NYK,WAS,11,4,2.0,24.0
A. Bargnani | J. Calderon | L. Galloway | J. Smith | L. Thomas,NYK,MIA,2,20,0.8,60.0
C. Aldrich | C. Early | L. Galloway | S. Larkin | T. Wear,NYK,WAS,1,7,3.1,15.4838709677
C. Anthony | T. Hardaway | I. Shumpert | J. Smith | A. Stoudemire,NYK,DET,11,5,1.9,25.2631578947
Q. Acy | L. Galloway | S. Larkin | A. Shved | L. Thomas,NYK,PHI,3,20,2.1,22.8571428571
C. Aldrich | A. Bargnani | S. Larkin | A. Shved | L. Thomas,NYK,IND,3,7,2.7,17.7777777778
C. Anthony | T. Hardaway | S. Larkin | A. Stoudemire | L. Thomas,NYK,NOP,1,19,2.7,17.7777777778
C. Aldrich | C. Early | S. Larkin | P. Prigioni | T. Wear,NYK,DET,1,2,4.0,12.0
C. Aldrich | L. Amundson | L. Galloway | A. Shved | J. Smith,NYK,SAS,3,17,0.0,inf
S. Larkin | P. Prigioni | J. Smith | J. Smith | A. Stoudemire,NYK,ORL,11,12,1.3,36.9230769231
Q. Acy | C. Aldrich | C. Early | L. Galloway | R. Ledo,NYK,LAC,3,25,5.5,8.72727272727
C. Aldrich | C. Anthony | J. Calderon | P. Prigioni | J. Smith,NYK,NOP,12,9,0.3,160.0
C. Anthony | P. Prigioni | I. Shumpert | J. Smith | J. Smith,NYK,CLE,10,30,2.6,18.4615384615
C. Aldrich | L. Galloway | S. Larkin | J. Smith | T. Wear,NYK,MIN,3,19,5.3,9.05660377358
L. Amundson | C. Anthony | T. Hardaway | S. Larkin | J. Smith,NYK,MIA,2,9,0.6,80.0
A. Bargnani | L. Galloway | A. Shved | L. Thomas | T. Wear,NYK,DEN,3,9,0.7,68.5714285714
Q. Acy | C. Anthony | S. Larkin | J. Smith | A. Stoudemire,NYK,BRK,11,7,0.6,80.0
Q. Acy | C. Aldrich | T. Hardaway | S. Larkin | R. Ledo,NYK,IND,4,8,0.0,
C. Anthony | S. Dalembert | T. Hardaway | S. Larkin | J. Smith,NYK,TOR,12,14,0.0,
Q. Acy | A. Bargnani | S. Larkin | A. Shved | J. Smith,NYK,MIN,3,19,2.4,0.0
C. Aldrich | S. Larkin | P. Prigioni | J. Smith | T. Wear,NYK,HOU,1,8,0.0,
C. Aldrich | T. Hardaway | P. Prigioni | J. Smith | J. Smith,NYK,MIN,11,19,0.0,
S. Dalembert | T. Hardaway | S. Larkin | A. Stoudemire | T. Wear,NYK,CHI,12,18,0.0,
Q. Acy | S. Larkin | R. Ledo | L. Thomas | T. Wear,NYK,TOR,3,22,0.0,
Q. Acy | J. Calderon | T. Hardaway | J. Smith | L. Thomas,NYK,MIA,2,9,0.0,
Q. Acy | S. Dalembert | S. Larkin | I. Shumpert | J. Smith,NYK,ATL,11,8,0.0,
Q. Acy | C. Aldrich | L. Galloway | S. Larkin | L. Thomas,NYK,MEM,3,23,2.0,0.0
L. Amundson | J. Calderon | C. Early | L. Galloway | J. Smith,NYK,MIA,2,20,5.9,0.0
C. Anthony | C. Early | S. Larkin | P. Prigioni | J. Smith,NYK,UTA,11,14,0.0,
Q. Acy | A. Bargnani | C. Early | R. Ledo | J. Smith,NYK,BOS,3,27,0.0,
L. Amundson | J. Calderon | T. Hardaway | J. Smith | L. Thomas,NYK,CLE,2,22,0.0,
C. Aldrich | A. Bargnani | C. Early | L. Galloway | A. Shved,NYK,LAL,3,12,1.9,0.0
Q. Acy | C. Aldrich | J. Calderon | S. Larkin | T. Wear,NYK,POR,12,28,0.0,
L. Amundson | T. Hardaway | S. Larkin | J. Smith | L. Thomas,NYK,DET,2,27,0.3,0.0
C. Aldrich | T. Hardaway | P. Prigioni | J. Smith | T. Wear,NYK,WAS,1,7,0.0,
Q. Acy | C. Anthony | T. Hardaway | I. Shumpert | T. Wear,NYK,MIN,11,19,0.0,
L. Amundson | A. Bargnani | C. Early | L. Galloway | A. Shved,NYK,DET,2,27,0.5,0.0
Q. Acy | J. Calderon | T. Hardaway | I. Shumpert | A. Stoudemire,NYK,BOS,12,12,0.0,
C. Anthony | P. Prigioni | I. Shumpert | J. Smith | A. Stoudemire,NYK,CHO,11,2,0.3,0.0
Q. Acy | L. Galloway | T. Hardaway | S. Larkin | L. Thomas,NYK,ORL,4,11,0.0,
Q. Acy | C. Anthony | J. Calderon | S. Dalembert | T. Hardaway,NYK,HOU,11,24,0.0,
C. Anthony | T. Hardaway | I. Shumpert | J. Smith | A. Stoudemire,NYK,ATL,11,8,4.6,0.0
C. Anthony | L. Galloway | T. Hardaway | J. Smith | L. Thomas,NYK,NOP,1,19,3.4,0.0
A. Bargnani | L. Galloway | A. Shved | J. Smith | L. Thomas,NYK,DEN,3,9,8.7,0.0
C. Aldrich | C. Anthony | T. Hardaway | P. Prigioni | J. Smith,NYK,WAS,12,25,0.0,
Q. Acy | C. Early | L. Galloway | R. Ledo | J. Smith,NYK,CHI,3,28,0.0,
Q. Acy | C. Anthony | S. Dalembert | T. Hardaway | I. Shumpert,NYK,POR,12,7,0.0,
Q. Acy | J. Calderon | S. Larkin | J. Smith | T. Wear,NYK,MIL,1,4,0.6,0.0
Q. Acy | C. Aldrich | J. Calderon | T. Hardaway | P. Prigioni,NYK,LAC,12,31,0.0,
Q. Acy | L. Amundson | T. Hardaway | S. Larkin | R. Ledo,NYK,WAS,4,3,0.0,
Q. Acy | C. Anthony | T. Hardaway | S. Larkin | J. Smith,NYK,LAL,2,1,0.0,
L. Amundson | A. Bargnani | S. Larkin | A. Shved | L. Thomas,NYK,PHO,3,15,2.6,0.0
C. Anthony | J. Calderon | S. Dalembert | S. Larkin | P. Prigioni,NYK,BOS,12,12,0.0,
L. Galloway | S. Larkin | A. Shved | J. Smith | L. Thomas,NYK,MIN,3,19,0.0,
Q. Acy | T. Hardaway | P. Prigioni | J. Smith | T. Wear,NYK,DAL,12,16,0.0,
L. Amundson | A. Bargnani | C. Early | S. Larkin | A. Shved,NYK,UTA,3,10,0.0,
Q. Acy | T. Hardaway | S. Larkin | P. Prigioni | J. Smith,NYK,DAL,12,16,2.3,0.0
C. Anthony | S. Dalembert | P. Prigioni | J. Smith | T. Wear,NYK,UTA,11,14,0.0,
C. Anthony | A. Bargnani | S. Larkin | P. Prigioni | J. Smith,NYK,LAC,12,31,0.0,
C. Anthony | J. Calderon | L. Galloway | J. Smith | L. Thomas,NYK,IND,1,29,2.1,0.0
Q. Acy | C. Aldrich | C. Anthony | J. Calderon | I. Shumpert,NYK,NOP,12,9,1.6,0.0
C. Aldrich | A. Bargnani | C. Early | L. Galloway | T. Hardaway,NYK,TOR,2,28,2.7,0.0
Q. Acy | J. Calderon | C. Early | S. Larkin | J. Smith,NYK,MEM,1,5,0.0,
Q. Acy | L. Galloway | T. Hardaway | R. Ledo | J. Smith,NYK,MIL,4,10,0.0,
C. Anthony | S. Dalembert | T. Hardaway | I. Shumpert | J. Smith,NYK,ATL,11,8,7.4,0.0
C. Aldrich | C. Anthony | J. Calderon | S. Larkin | J. Smith,NYK,MIL,1,15,0.0,
Q. Acy | C. Anthony | S. Dalembert | S. Larkin | I. Shumpert,NYK,MIA,11,30,1.2,0.0
L. Amundson | A. Bargnani | C. Early | A. Shved | L. Thomas,NYK,DEN,3,9,0.0,
Q. Acy | T. Hardaway | P. Prigioni | J. Smith | A. Stoudemire,NYK,ORL,11,12,0.0,
L. Amundson | A. Bargnani | L. Galloway | R. Ledo | L. Thomas,NYK,LAC,3,25,0.0,
C. Anthony | J. Calderon | L. Galloway | J. Smith | A. Stoudemire,NYK,PHI,1,21,0.0,
Q. Acy | S. Dalembert | T. Hardaway | S. Larkin | J. Smith,NYK,CLE,12,4,0.0,
J. Calderon | S. Dalembert | T. Hardaway | J. Smith | J. Smith,NYK,PHI,11,22,0.6,0.0
Q. Acy | L. Galloway | T. Hardaway | S. Larkin | J. Smith,NYK,IND,4,8,2.8,0.0
Q. Acy | L. Galloway | A. Shved | J. Smith | L. Thomas,NYK,SAC,3,3,0.0,
C. Anthony | J. Calderon | S. Dalembert | T. Hardaway | P. Prigioni,NYK,TOR,12,14,0.5,0.0
C. Anthony | J. Calderon | S. Larkin | A. Stoudemire | L. Thomas,NYK,MIA,2,9,0.0,
J. Calderon | C. Early | T. Hardaway | J. Smith | T. Wear,NYK,CHO,1,10,2.1,0.0
Q. Acy | T. Hardaway | S. Larkin | R. Ledo | J. Smith,NYK,MIL,4,10,0.3,0.0
C. Aldrich | A. Bargnani | C. Early | L. Galloway | T. Hardaway,NYK,IND,3,4,0.0,
C. Aldrich | C. Anthony | I. Shumpert | A. Stoudemire | T. Wear,NYK,BRK,11,7,0.0,
A. Bargnani | J. Calderon | C. Early | T. Hardaway | S. Larkin,NYK,ORL,2,11,0.0,
Q. Acy | L. Amundson | L. Galloway | T. Hardaway | J. Smith,NYK,ATL,4,13,0.0,
C. Aldrich | S. Larkin | A. Shved | L. Thomas | T. Wear,NYK,DEN,3,9,0.0,
Q. Acy | C. Anthony | S. Dalembert | J. Smith | J. Smith,NYK,ORL,11,12,0.0,
C. Anthony | J. Calderon | T. Hardaway | I. Shumpert | A. Stoudemire,NYK,CLE,12,4,0.2,0.0
Q. Acy | C. Aldrich | C. Early | T. Hardaway | S. Larkin,NYK,DET,4,15,0.0,
A. Bargnani | S. Larkin | A. Shved | J. Smith | L. Thomas,NYK,UTA,3,10,0.0,
L. Amundson | J. Calderon | T. Hardaway | S. Larkin | L. Thomas,NYK,BOS,2,3,0.0,
Q. Acy | C. Aldrich | C. Anthony | T. Hardaway | J. Smith,NYK,UTA,11,14,0.0,
C. Aldrich | C. Early | L. Galloway | A. Shved | J. Smith,NYK,LAL,3,12,0.0,
C. Aldrich | C. Anthony | T. Hardaway | P. Prigioni | T. Wear,NYK,PHO,12,20,0.0,
C. Anthony | S. Dalembert | T. Hardaway | S. Larkin | J. Smith,NYK,DEN,11,16,0.0,
C. Aldrich | A. Bargnani | L. Galloway | S. Larkin | L. Thomas,NYK,CHI,3,28,0.0,
Q. Acy | J. Calderon | L. Galloway | T. Hardaway | J. Smith,NYK,IND,1,29,2.5,0.0
Q. Acy | C. Aldrich | C. Anthony | S. Larkin | J. Smith,NYK,CLE,10,30,2.8,0.0
C. Aldrich | A. Bargnani | C. Early | L. Galloway | T. Hardaway,NYK,PHO,3,15,0.0,
L. Amundson | L. Galloway | S. Larkin | R. Ledo | J. Smith,NYK,MIL,4,10,0.0,
C. Anthony | S. Dalembert | T. Hardaway | S. Larkin | T. Wear,NYK,DET,11,5,0.0,
C. Aldrich | J. Calderon | L. Galloway | J. Smith | L. Thomas,NYK,MIA,2,20,0.0,
L. Amundson | C. Anthony | L. Galloway | T. Hardaway | J. Smith,NYK,NOP,1,19,3.8,0.0
A. Bargnani | C. Early | L. Galloway | A. Shved | L. Thomas,NYK,DEN,3,9,0.2,0.0
C. Anthony | J. Calderon | S. Dalembert | J. Smith | A. Stoudemire,NYK,CHO,12,5,0.5,0.0
C. Aldrich | C. Anthony | S. Larkin | P. Prigioni | T. Wear,NYK,POR,12,28,0.0,
Q. Acy | C. Anthony | P. Prigioni | J. Smith | T. Wear,NYK,UTA,11,14,0.0,
C. Aldrich | S. Larkin | R. Ledo | J. Smith | L. Thomas,NYK,CHI,3,28,0.0,
L. Amundson | T. Hardaway | S. Larkin | P. Prigioni | L. Thomas,NYK,OKC,1,28,0.0,
C. Anthony | T. Hardaway | P. Prigioni | J. Smith | A. Stoudemire,NYK,POR,12,7,0.0,
A. Bargnani | C. Early | T. Hardaway | S. Larkin | J. Smith,NYK,GSW,3,14,0.0,
C. Aldrich | J. Calderon | C. Early | S. Larkin | T. Wear,NYK,DET,1,2,0.0,
L. Amundson | J. Calderon | T. Hardaway | J. Smith | L. Thomas,NYK,LAL,2,1,0.0,
Q. Acy | T. Hardaway | S. Larkin | P. Prigioni | J. Smith,NYK,SAS,12,10,0.0,
C. Aldrich | C. Anthony | I. Shumpert | J. Smith | A. Stoudemire,NYK,CHO,11,2,0.0,
Q. Acy | J. Calderon | T. Hardaway | P. Prigioni | A. Stoudemire,NYK,TOR,12,14,2.5,0.0
S. Dalembert | T. Hardaway | I. Shumpert | J. Smith | J. Smith,NYK,ORL,11,12,0.0,
J. Calderon | T. Hardaway | S. Larkin | P. Prigioni | J. Smith,NYK,DAL,12,16,0.0,
J. Calderon | T. Hardaway | S. Larkin | P. Prigioni | T. Wear,NYK,SAC,12,27,0.0,
Q. Acy | C. Aldrich | C. Early | R. Ledo | J. Smith,NYK,CHI,3,28,0.0,
C. Aldrich | S. Larkin | P. Prigioni | J. Smith | L. Thomas,NYK,CHO,1,24,0.0,
J. Calderon | S. Dalembert | T. Hardaway | J. Smith | T. Wear,NYK,CHO,12,5,0.0,
Q. Acy | C. Aldrich | J. Calderon | C. Early | S. Larkin,NYK,DET,1,2,0.0,
C. Anthony | T. Hardaway | S. Larkin | J. Smith | A. Stoudemire,NYK,DEN,11,16,0.0,
Q. Acy | A. Bargnani | L. Galloway | S. Larkin | L. Thomas,NYK,BRK,4,1,0.0,
C. Aldrich | C. Anthony | P. Prigioni | I. Shumpert | T. Wear,NYK,PHI,11,22,0.3,0.0
Q. Acy | C. Anthony | J. Calderon | S. Larkin | A. Stoudemire,NYK,BOS,12,12,0.0,
C. Anthony | S. Larkin | J. Smith | J. Smith | A. Stoudemire,NYK,WAS,11,4,0.3,0.0
A. Bargnani | S. Larkin | A. Shved | J. Smith | T. Wear,NYK,MIN,3,19,1.4,0.0
Q. Acy | C. Early | L. Galloway | S. Larkin | T. Wear,NYK,HOU,1,8,12.7,0.0
J. Calderon | I. Shumpert | J. Smith | J. Smith | A. Stoudemire,NYK,DAL,11,26,1.8,0.0
Q. Acy | L. Amundson | L. Galloway | S. Larkin | J. Smith,NYK,MIL,4,10,0.0,
Q. Acy | S. Larkin | A. Shved | J. Smith | T. Wear,NYK,SAC,3,3,0.0,
Q. Acy | C. Aldrich | T. Hardaway | S. Larkin | P. Prigioni,NYK,OKC,11,28,3.6,0.0
C. Aldrich | A. Bargnani | J. Calderon | C. Early | S. Larkin,NYK,ORL,2,11,0.0,
C. Aldrich | C. Anthony | T. Hardaway | S. Larkin | T. Wear,NYK,PHO,12,20,0.0,
A. Bargnani | C. Early | L. Galloway | S. Larkin | J. Smith,NYK,BRK,4,1,0.0,
A. Bargnani | C. Early | L. Galloway | T. Hardaway | J. Smith,NYK,DET,2,27,0.0,
C. Anthony | L. Galloway | T. Hardaway | J. Smith | L. Thomas,NYK,IND,1,29,0.0,
C. Aldrich | C. Anthony | J. Calderon | I. Shumpert | J. Smith,NYK,NOP,12,9,0.8,0.0
C. Aldrich | J. Calderon | S. Larkin | J. Smith | J. Smith,NYK,DET,1,2,1.6,0.0
J. Calderon | T. Hardaway | J. Smith | J. Smith | A. Stoudemire,NYK,PHI,11,22,0.0,
Q. Acy | L. Amundson | L. Galloway | R. Ledo | J. Smith,NYK,WAS,4,3,0.0,
C. Anthony | J. Calderon | T. Hardaway | P. Prigioni | J. Smith,NYK,BOS,12,12,0.0,
S. Larkin | I. Shumpert | J. Smith | J. Smith | A. Stoudemire,NYK,DAL,11,26,0.0,
Q. Acy | S. Larkin | R. Ledo | J. Smith | L. Thomas,NYK,IND,4,8,0.0,
C. Aldrich | L. Amundson | S. Larkin | A. Shved | L. Thomas,NYK,SAC,3,3,0.0,
T. Hardaway | P. Prigioni | I. Shumpert | J. Smith | A. Stoudemire,NYK,MIL,11,18,0.0,
Q. Acy | C. Anthony | J. Calderon | T. Hardaway | P. Prigioni,NYK,TOR,12,14,0.4,0.0
C. Aldrich | L. Galloway | T. Hardaway | J. Smith | L. Thomas,NYK,IND,3,4,0.0,
Q. Acy | C. Aldrich | T. Hardaway | I. Shumpert | J. Smith,NYK,BRK,11,7,0.0,
C. Early | L. Galloway | T. Hardaway | J. Smith | T. Wear,NYK,MIA,2,20,1.6,0.0
L. Amundson | C. Anthony | J. Calderon | S. Larkin | L. Thomas,NYK,BOS,2,3,0.0,
Q. Acy | C. Anthony | S. Larkin | P. Prigioni | T. Wear,NYK,UTA,11,14,0.0,
Q. Acy | C. Aldrich | C. Anthony | J. Smith | A. Stoudemire,NYK,CHO,12,5,0.0,
J. Calderon | L. Galloway | T. Hardaway | J. Smith | L. Thomas,NYK,BRK,2,6,0.0,
Q. Acy | C. Anthony | T. Hardaway | S. Larkin | J. Smith,NYK,HOU,11,24,0.9,0.0
A. Bargnani | L. Galloway | S. Larkin | J. Smith | L. Thomas,NYK,SAC,3,3,1.1,0.0
L. Galloway | S. Larkin | A. Shved | J. Smith | L. Thomas,NYK,IND,3,4,0.0,
Q. Acy | T. Hardaway | I. Shumpert | A. Stoudemire | T. Wear,NYK,MIN,11,19,0.0,
A. Bargnani | S. Larkin | R. Ledo | J. Smith | T. Wear,NYK,TOR,3,22,0.0,
L. Amundson | C. Anthony | J. Calderon | S. Larkin | J. Smith,NYK,MIA,2,9,0.6,0.0
C. Anthony | J. Calderon | S. Dalembert | T. Hardaway | A. Stoudemire,NYK,MIA,11,30,1.1,0.0
C. Aldrich | T. Hardaway | S. Larkin | J. Smith | L. Thomas,NYK,ORL,4,11,1.8,0.0
C. Aldrich | C. Early | S. Larkin | A. Shved | T. Wear,NYK,DEN,3,9,0.0,
C. Aldrich | C. Anthony | T. Hardaway | S. Larkin | T. Wear,NYK,TOR,12,21,5.7,0.0
Q. Acy | C. Aldrich | S. Larkin | R. Ledo | J. Smith,NYK,MEM,3,23,3.3,0.0
Q. Acy | J. Calderon | T. Hardaway | J. Smith | T. Wear,NYK,MIA,2,20,0.4,0.0
C. Anthony | T. Hardaway | S. Larkin | J. Smith | A. Stoudemire,NYK,NOP,1,19,0.3,0.0
C. Anthony | T. Hardaway | S. Larkin | I. Shumpert | A. Stoudemire,NYK,BRK,12,2,1.5,0.0
L. Amundson | C. Anthony | J. Calderon | P. Prigioni | L. Thomas,NYK,ORL,1,23,0.0,
C. Aldrich | A. Bargnani | T. Hardaway | S. Larkin | A. Shved,NYK,LAL,3,12,0.0,
Q. Acy | C. Aldrich | S. Larkin | P. Prigioni | J. Smith,NYK,POR,12,28,0.0,
Q. Acy | C. Aldrich | C. Anthony | J. Smith | T. Wear,NYK,UTA,11,14,0.0,
Q. Acy | C. Aldrich | S. Larkin | R. Ledo | J. Smith,NYK,CHI,3,28,0.0,
Q. Acy | J. Calderon | C. Early | L. Galloway | S. Larkin,NYK,WAS,1,7,0.0,
Q. Acy | J. Calderon | T. Hardaway | J. Smith | A. Stoudemire,NYK,PHI,11,22,0.0,
Q. Acy | L. Galloway | S. Larkin | R. Ledo | L. Thomas,NYK,WAS,4,3,0.0,
Q. Acy | A. Bargnani | S. Larkin | A. Shved | J. Smith,NYK,DET,2,27,1.4,0.0
Q. Acy | C. Anthony | S. Dalembert | P. Prigioni | I. Shumpert,NYK,CHO,11,2,2.6,0.0
C. Aldrich | L. Galloway | A. Shved | J. Smith | T. Wear,NYK,SAS,3,17,0.0,
C. Early | L. Galloway | T. Hardaway | S. Larkin | J. Smith,NYK,ORL,4,11,0.0,
Q. Acy | C. Aldrich | C. Anthony | J. Calderon | I. Shumpert,NYK,BRK,12,2,0.9,0.0
L. Amundson | A. Bargnani | L. Galloway | A. Shved | J. Smith,NYK,DEN,3,9,0.0,
C. Anthony | S. Dalembert | P. Prigioni | I. Shumpert | J. Smith,NYK,ORL,11,12,3.2,0.0
A. Bargnani | J. Calderon | L. Galloway | T. Hardaway | J. Smith,NYK,MIA,2,20,0.0,
C. Anthony | P. Prigioni | J. Smith | J. Smith | T. Wear,NYK,UTA,11,14,1.1,0.0
L. Amundson | A. Bargnani | L. Galloway | R. Ledo | L. Thomas,NYK,CHI,3,28,0.0,
C. Anthony | S. Dalembert | P. Prigioni | I. Shumpert | J. Smith,NYK,POR,12,7,0.0,
C. Aldrich | C. Anthony | S. Larkin | P. Prigioni | J. Smith,NYK,CHI,10,29,0.0,
C. Aldrich | C. Early | S. Larkin | J. Smith | J. Smith,NYK,MIL,1,4,3.5,0.0
L. Amundson | C. Anthony | J. Calderon | L. Galloway | T. Hardaway,NYK,LAL,2,1,0.0,
Q. Acy | C. Aldrich | C. Anthony | J. Smith | J. Smith,NYK,NOP,12,9,0.0,
C. Aldrich | L. Amundson | L. Galloway | S. Larkin | J. Smith,NYK,SAS,3,17,0.0,
Q. Acy | C. Aldrich | C. Early | S. Larkin | J. Smith,NYK,MIL,1,4,0.0,
J. Calderon | T. Hardaway | P. Prigioni | I. Shumpert | A. Stoudemire,NYK,HOU,11,24,1.5,0.0
L. Amundson | A. Bargnani | T. Hardaway | A. Shved | L. Thomas,NYK,TOR,2,28,0.0,
C. Anthony | T. Hardaway | P. Prigioni | I. Shumpert | J. Smith,NYK,ATL,11,10,1.6,0.0
C. Aldrich | C. Anthony | S. Larkin | I. Shumpert | J. Smith,NYK,WAS,11,4,0.1,0.0
J. Calderon | L. Galloway | T. Hardaway | J. Smith | L. Thomas,NYK,GSW,2,7,0.0,
T. Hardaway | S. Larkin | P. Prigioni | J. Smith | A. Stoudemire,NYK,DAL,11,26,4.1,0.0
L. Amundson | A. Bargnani | S. Larkin | A. Shved | L. Thomas,NYK,IND,3,4,0.4,0.0
C. Anthony | S. Dalembert | T. Hardaway | J. Smith | T. Wear,NYK,MIL,11,18,0.0,
Q. Acy | A. Bargnani | L. Galloway | A. Shved | J. Smith,NYK,PHI,3,20,0.0,
C. Aldrich | A. Bargnani | C. Early | S. Larkin | A. Shved,NYK,UTA,3,10,2.7,0.0
C. Aldrich | C. Anthony | S. Larkin | P. Prigioni | J. Smith,NYK,SAC,12,27,0.4,0.0
L. Amundson | L. Galloway | P. Prigioni | J. Smith | L. Thomas,NYK,CHO,1,24,0.0,
Q. Acy | C. Aldrich | C. Early | T. Hardaway | T. Wear,NYK,CHI,10,29,0.0,
C. Anthony | S. Dalembert | T. Hardaway | S. Larkin | P. Prigioni,NYK,DEN,11,16,0.0,
L. Amundson | C. Anthony | J. Calderon | L. Galloway | L. Thomas,NYK,IND,1,29,1.8,0.0
C. Aldrich | C. Anthony | P. Prigioni | I. Shumpert | J. Smith,NYK,PHI,11,22,0.7,0.0
Q. Acy | A. Bargnani | T. Hardaway | S. Larkin | L. Thomas,NYK,PHI,4,5,0.1,0.0
C. Aldrich | L. Amundson | A. Bargnani | L. Galloway | L. Thomas,NYK,MIN,3,19,0.0,
C. Aldrich | J. Calderon | L. Galloway | T. Hardaway | L. Thomas,NYK,BRK,2,6,0.3,0.0
J. Calderon | S. Dalembert | T. Hardaway | P. Prigioni | A. Stoudemire,NYK,DAL,11,26,0.0,
C. Aldrich | A. Bargnani | T. Hardaway | R. Ledo | L. Thomas,NYK,IND,4,8,0.0,
Q. Acy | S. Larkin | A. Shved | L. Thomas | T. Wear,NYK,PHI,3,20,0.0,
C. Anthony | A. Bargnani | J. Calderon | T. Hardaway | S. Larkin,NYK,MIA,2,9,0.0,
Q. Acy | C. Aldrich | T. Hardaway | S. Larkin | T. Wear,NYK,OKC,11,28,0.0,
Q. Acy | L. Amundson | L. Galloway | S. Larkin | L. Thomas,NYK,ORL,4,11,0.0,
Q. Acy | S. Larkin | P. Prigioni | J. Smith | A. Stoudemire,NYK,HOU,11,24,0.9,0.0
Q. Acy | T. Hardaway | I. Shumpert | J. Smith | A. Stoudemire,NYK,ATL,11,8,0.0,
C. Aldrich | L. Galloway | A. Shved | J. Smith | L. Thomas,NYK,TOR,3,22,0.0,
C. Anthony | J. Calderon | T. Hardaway | A. Stoudemire | T. Wear,NYK,MIA,11,30,2.2,0.0
C. Aldrich | L. Amundson | C. Early | S. Larkin | L. Thomas,NYK,DEN,3,9,1.1,0.0
Q. Acy | C. Aldrich | T. Hardaway | I. Shumpert | T. Wear,NYK,SAS,12,10,1.4,0.0
Q. Acy | T. Hardaway | S. Larkin | P. Prigioni | J. Smith,NYK,WAS,12,25,0.0,
L. Amundson | A. Bargnani | L. Galloway | T. Hardaway | L. Thomas,NYK,PHO,3,15,0.0,
A. Bargnani | J. Calderon | S. Larkin | J. Smith | J. Smith,NYK,DET,1,2,0.2,0.0
C. Early | T. Hardaway | S. Larkin | J. Smith | T. Wear,NYK,BRK,11,7,0.0,
Q. Acy | C. Anthony | J. Calderon | S. Larkin | P. Prigioni,NYK,BOS,12,12,0.3,0.0
Q. Acy | T. Hardaway | P. Prigioni | J. Smith | J. Smith,NYK,CHO,11,2,0.0,
Q. Acy | L. Amundson | C. Early | L. Galloway | J. Smith,NYK,SAC,3,3,0.0,
C. Aldrich | J. Calderon | S. Dalembert | P. Prigioni | I. Shumpert,NYK,DAL,11,26,0.0,
Q. Acy | L. Amundson | L. Galloway | T. Hardaway | R. Ledo,NYK,MIL,4,10,2.1,0.0
Q. Acy | C. Aldrich | S. Larkin | I. Shumpert | T. Wear,NYK,MIN,11,19,0.0,
Q. Acy | T. Hardaway | S. Larkin | J. Smith | J. Smith,NYK,BRK,11,7,0.0,
A. Bargnani | T. Hardaway | S. Larkin | P. Prigioni | A. Stoudemire,NYK,ORL,2,11,1.3,0.0
L. Amundson | C. Anthony | J. Calderon | T. Hardaway | J. Smith,NYK,PHI,1,21,0.0,
C. Aldrich | T. Hardaway | S. Larkin | R. Ledo | L. Thomas,NYK,DET,4,15,0.0,
A. Bargnani | C. Early | L. Galloway | A. Shved | T. Wear,NYK,UTA,3,10,0.0,
C. Anthony | J. Calderon | S. Dalembert | T. Hardaway | P. Prigioni,NYK,SAC,12,27,0.0,
C. Aldrich | C. Anthony | P. Prigioni | J. Smith | T. Wear,NYK,UTA,11,14,0.0,
L. Amundson | A. Bargnani | C. Early | S. Larkin | R. Ledo,NYK,BRK,4,1,0.0,
C. Aldrich | A. Bargnani | T. Hardaway | S. Larkin | J. Smith,NYK,DET,2,27,0.0,
C. Aldrich | J. Calderon | P. Prigioni | J. Smith | T. Wear,NYK,HOU,1,8,0.0,
J. Calderon | T. Hardaway | P. Prigioni | I. Shumpert | J. Smith,NYK,DAL,11,26,0.0,
C. Aldrich | A. Bargnani | L. Galloway | T. Hardaway | L. Thomas,NYK,IND,3,4,0.0,
Q. Acy | J. Calderon | T. Hardaway | S. Larkin | P. Prigioni,NYK,CHI,12,18,0.0,
